tconst;title;originalTitle;startYear;genres;actors;directors;poster_id;overview;origin_group;runtimeMinutes
tt0035350;So ein Früchtchen;So ein Früchtchen;1942;Comedy,Romance;Albert Florath,Erich Fiedler,Fita Benkhoff;Alfred Stöger;/1nuHKAyE3blgMiwXhY45hlxsf77.jpg;;européen;84
tt0035385;Stimme des Herzens;Stimme des Herzens;1942;Drama;Albert Florath,Carl Kuhlmann,Carsta Löck;Johannes Meyer;;;européen;88
tt0035406;Synnin puumerkki;Synnin puumerkki;1942;Drama;Anni Aitto,Eino Jurkka,Irma Seikkula;Jorma Nortimo;/mVx1ukCzMnIHyVLclV7hPanZHE.jpg;;européen;91
tt0035490;Une femme disparaît;Une femme disparaît;1942;Drama;Claude Dauphin,Daniel Fillion,Ettore Cella;Jacques Feyder;/36hV2YZp1uPOclYItczgmkOl5ZU.jpg;Le chant du cygne du réalisateur, véhicule aussi pour son épouse actrice, ici une diva de l'opéra ratée qui se suicide. L'actrice apparaît ensuite dans différentes femmes interrogées par la police : une paysanne, une institutrice, la femme rauque d'un marinier.;français;90
tt0035518;Viel Lärm um Nixi;Viel Lärm um Nixi;1942;Comedy;Albert Matterstock,André Mattoni,Fritz Hoopts;Erich Engel;/rNCHKqWsOH89F42Fdh0DSSHHJVo.jpg;Nixi, quelque peu funky et instable, fille du directeur général Barkas, un riche fabricant, vit depuis cinq ans avec son fiancé de longue date, Mäcki Fiori. Lorsqu'une dispute éclate avec lui, elle ne se sent pas du tout mal d'en profiter pour lui rendre sa bague de fiançailles. Nixi s'enfuit alors dans sa voiture le plus vite possible, mais sa voiture tombe en panne sur le chemin du retour. Un jeune homme passe par là et l'aide à remettre la voiture sur la route. Lorsqu'on lui demande comment cela a pu se produire, Nixi laisse libre cours à son imagination débordante et raconte à Roland, l'assistant de Gabriel, une histoire aventureuse. Elle ne se doute pas qu'elle regarde un préfet de police en la personne du beau jeune homme. À la maison, les mensonges de Nixi envers son père continuent joyeusement. Il est en colère lorsqu'il découvre qu'elle s'est séparée de Mäcki et insiste pour épouser son ex. Nixi prétend maintenant à son père qu'elle est enceinte de quelqu'un d'autre. Maintenant, papa Barkas est enfin hors de lui et prend sa fille contre sa poitrine. Acculée, Nixi se retrouve de plus en plus empêtrée dans une folle construction de mensonges qu'elle doit esquisser rapidement : Roland est le « séducteur » que Papa Barkas veut naturellement retrouver immédiatement pour le pousser à épouser sa fille. Le vieil homme se retrouve au commissariat et rencontre le supposé « méchant ». Cependant, c'est;européen;105
tt0035525;Vom Schicksal verweht;Vom Schicksal verweht;1942;Drama,Romance;Albrecht Schoenhals,Alexander Engel,Fritz Odemar;Nunzio Malasomma;/ruJKfuE8OVaFZrQp2Tq3OODkrlq.jpg;"Dans les Caraïbes. Plusieurs médecins se sont rassemblés dans une station de recherche à Puntamarra, la capitale de l'une des différentes îles des Antilles. Ils veulent développer et utiliser des vaccins pour lutter contre le paludisme. L'origine de l'épidémie se situe dans la zone de jungle adjacente, les médecins décident donc d'installer une station médicale ou de recherche dans la jungle. 
Cependant, les habitants de la jungle à la peau foncée ne sont pas à l'aise avec « l'homme blanc » et ses médicaments ; On suppose plutôt que les Européens qui veulent apaiser la peur de la vaccination parmi les Noirs les empoisonnent ou ont l’intention d’utiliser le paludisme pour les contrôler. Les sauveurs sont donc attaqués par les indigènes avec des flèches empoisonnées. Seul le Dr Jack Bennett survit à l'attaque et retourne à Puntamarra sous le choc. Dans ces circonstances, le médecin ne veut plus rester sur cette île inhospitalière et tente de demander à sa collègue le Dr Virginia Larsen, qu'il aime, de l'accompagner. Mais elle sait qu’on a besoin d’elle ici et veut rester.
Après un certain temps d'attente, le collègue médecin allemand, le Dr Dos Passos, arrive sur place avec dans ses bagages un vaccin antipaludique très recherché et très efficace. La retrouvaille avec Virginie n'est pas sans piquant pour la nouvelle venue, puisque les deux étaient autrefois fiancés l'un à l'autre. Dos Passos s'appelle en fait Peter Fischer et s'appelait autrefois à cause de";européen;95
tt0035579;Yli rajan;Yli rajan;1942;Drama;Emma Väänänen,Henny Valjus,Ilmari Unho;Wilho Ilmari;/mgh2GPyeBqj5f6jDW721AkzleBL.jpg;;européen;82
tt0035590;La zia di Carlo;La zia di Carlo;1943;Comedy;Carlo Minello,Carlo Rizzo,Erminio Macario;Alfredo Guarini;;;européen;66
tt0035604;Abenteuer im Grandhotel;Abenteuer im Grandhotel;1943;Comedy,Romance;Carola Höhn,Erika von Thellmann,Georg Alexander;Ernst Marischka;;Un beau jeune noble travaille comme chauffeur et des complications romantiques se développent.;européen;91
tt0035628;Altes Herz wird wieder jung;Altes Herz wird wieder jung;1943;Comedy;Elisabeth Flickenschildt,Emil Jannings,Gerta Böttcher;Erich Engel;/4k1Vx8ozF6lwAsMy3empUJx7Mcb.jpg;"Friedrich Wilhelm Hoffmann a investi toute son énergie dans sa chocolaterie tout au long de sa vie. Cela signifiait que sa vie privée était considérablement négligée et qu'il restait célibataire. Ses trois neveux, le Dr Paul Dehnhardt, Heinrich Hoffmann et Richard Lorenz, ont désormais rejoint l'équipe de direction, mais en tant qu'associé principal, il continue de déterminer le destin de l'entreprise. Ses proches, avec lesquels il n'a de liens que par le biais de l'entreprise, n'attendent que de pouvoir un jour hériter de lui.
Un jour, apparaît une jeune femme nommée Brigitte Lüders qui prétend être sa petite-fille. Afin de compléter ses documents d'ascendance, elle demande au vieil homme de lui remettre une copie de son acte de naissance et de ceux de ses parents. Friedrich Hoffmann essaie de se souvenir. En effet, étant jeune homme, il a eu une histoire d'amour courte mais intense, à laquelle il a dû renoncer sous la pression de son père strict. Jusque-là, il ignorait qu'un enfant était né de cette liaison. Brigitte n'est autre que la fille de son fils issu de cette vieille liaison. Hoffmann apprend seulement maintenant que son fils est mort pendant la Première Guerre mondiale.
Les craintes initiales selon lesquelles la jeune fille était une « chercheuse d’or », qui ne l’était qu’après que les parts des biens de Friedrich se soient rapidement dissipées. Brigitte prouve à Friedrich que ses parents avaient offert à sa grand-mère une sorte d'argent secret pour couvrir le prétendu";européen;97
tt0035656;L'avventura di Annabella;L'avventura di Annabella;1943;Comedy;Amelia Chellini,Anna Magnani,Cesco Baseggio;Leo Menardi;/99R9C2E0cmQMoRip5jZJYVle7Lt.jpg;;européen;85
tt0035737;The Woman Who Dared;Le ciel est à vous;1944;Drama;Albert Rémy,Anne-Marie Labaye,Charles Vanel;Jean Grémillon;/CMF6MvzMFsROq6DyiCK8EKcZWu.jpg;La force de la fascination d'un couple pour les avions et l'aviation se fait au détriment de leur famille;français;105
tt0035835;Ebberød bank;Ebberød Bank;1943;Comedy;Buster Larsen,Emil Hass Christensen,Henry Nielsen;Osvald Helmuth;/aclxTbtAqzBxYLA8YIJltvrnVMJ.jpg;Le sympathique tailleur Peter travaille dur pour nourrir sa famille et rendre heureuse sa stricte épouse. Lorsque son frère rentre soudainement d'Amérique avec de l'argent en poche, les choses empirent dans la petite ville d'Ebberød. UN...;européen;85
tt0035844;Enrico IV;Enrico IV;1943;Drama;Antonio Battistella,Checco Rissone,Clara Calamai;Giorgio Pastina;/1vgcwgxwN2daVZqbdAPGXTF3Xeb.jpg;Version cinématographique de la pièce de théâtre Enrico IV de Luigi Pirandello qui minimise l'absurdisme breveté de Pirandello au profit d'un récit relativement simple. Le personnage principal n'est pas le roi allemand du même nom du XIe siècle...;européen;82
tt0035848;Der ewige Klang;Der ewige Klang;1943;Drama;Elfriede Datzig,Georg Vogelsang,Georges Boulanger;Günther Rittau;;"La paisible ville bavaroise de Mittenwald, à la limite nord des Alpes, est le centre de la lutherie allemande. Les deux frères fondamentalement différents, Berthold et Matthias, un peu plus âgés, ont réalisé un talent artistique considérable. Le rêve de Matthias est de construire un jour un violon de maître comme les violons Stradivari. Berthold n'a pas autant de patience ni le talent de son frère, mais il en sait beaucoup sur le violon. Un jour, Matthias revient d'un voyage à Innsbruck avec un précieux violon Stainer. Il souhaite démonter le précieux instrument à Mittenwald afin de pouvoir le recréer parfaitement. Berthold voit pour la première fois l'occasion de jouer sur un instrument de la plus haute qualité, prend rapidement le violon Stainer et disparaît dans la nuit et le brouillard pour rejoindre l'impresario Grundmann et la chanteuse autrefois célèbre Joséphine Malti. Plein de colère face à la trahison de son petit frère, Matthias Buchner, volé, reste amer à Mittenwald. Malti n'a pas connu un grand succès depuis longtemps et espère que le jeu magistral du violon de Berthold lui redonnera renommée et reconnaissance. En tant que violoniste, il a adopté le pseudonyme de Bertini et est célébré par le public comme un virtuose de l'instrument. Sa dernière tournée l'emmène même en Amérique.
Là, Berthold est envahi par le mal du pays pour son ancienne vie et pour Mittenwald. Il souffre également de sa mauvaise santé";européen;87
tt0035870;Il fidanzato di mia moglie;Il fidanzato di mia moglie;1943;Comedy;Aroldo Tieri,Dina Romano,Eduardo De Filippo;Carlo Ludovico Bragaglia;/f6mf24gKYWTdKfmJCNWV6EnRqoO.jpg;Selon un bordereau de l'état civil, un homme découvre que sa future épouse est déjà mariée... Il entreprend donc de découvrir qui est cet autre homme.;européen;85
tt0035903;Фронт;Front;1943;Drama;Boris Babochkin,Boris Blinov,Boris Chirkov;Georgi Vasilyev, Sergey Vasilev;/uIAQw6BjHCz6mbYynMJn1FzCSYN.jpg;Commandants du front Gorlov est un commandant militaire qui a traversé une guerre civile, incapable d'appliquer de nouvelles méthodes de guerre dans la lutte contre les fascistes.;européen;110
tt0035910;Fångad av en röst;Fångad av en röst;1943;Comedy;Artur Rolén,Bengt Logardt,Carl Hagman;Ivar Johansson;/xUNwblmn6cW8Uzd6960cdL83P9l.jpg;Une comédie sur la jeune et aspirante chanteuse Concordia Blomkvist;européen;99
tt0035947;Ein glücklicher Mensch;Ein glücklicher Mensch;1943;Comedy;Curd Jürgens,Erich Ponto,Ewald Balser;Paul Verhoeven;;Le professeur Lorenz est nominé pour la plus haute distinction de sa profession et il sourit de la mauvaise gestion juvénile des fonds privés de ses fils. Il apprend alors que l'un d'eux a contrefait la signature du professeur sur plusieurs reconnaissances de dette.;européen;93
tt0035951;It Happened at the Inn;Goupi Mains Rouges;1943;Comedy,Drama;Albert Rémy,Arthur Devère,Blanchette Brunoy;Jacques Becker;/60p7H5Tmrm3RO0SuKYeaaroYDnp.jpg;Une vieille femme vivant dans une auberge est tuée et les membres de sa famille semblent être les coupables probables.;français;96
tt0035955;Melody of a Great City;Großstadtmelodie;1943;Drama;Curt Ackermann,Elfie Beyer,Fritz Berghof;Wolfgang Liebeneiner;/7ucSGZGQNozn4Gz5rwXcyWkqn16.jpg;Une jeune femme s'installe à Berlin pour travailler comme photographe de presse.;européen;107
tt0036031;Ich vertraue Dir meine Frau an;Ich vertraue Dir meine Frau an;1943;Comedy;Adina Mandlová,Alexa von Porembsky,Arthur Schröder;Kurt Hoffmann;/56pXjqPC5UYoUzOWqsvSoWXyvI0.jpg;;européen;88
tt0036042;Internado para señoritas;Internado para señoritas;1943;Comedy,Drama;Delia Magaña,Emilio Tuero,Enrique Uthoff;Gilberto Martínez Solares;/s3mZcSEyF3y5Fs61AbPvKArvgRY.jpg;Comédie pour adolescents de style années 40 se déroulant dans une école privée pour filles.;européen;94
tt0036080;Kohlhiesels Töchter;Kohlhiesels Töchter;1943;Comedy;Eduard Köck,Erika von Thellmann,Heli Finkenzeller;Kurt Hoffmann;/jD4YRHDFwrXAZA0TLeGZXL4lHAw.jpg;Remake d'une comédie muette d'Ernst Lubitsch, sur un garçon de ferme qui aime deux sœurs, l'une belle et l'autre moins.;européen;90
tt0036081;Kollege kommt gleich;Kollege kommt gleich;1943;Comedy;Albert Matterstock,Carola Höhn,Elisabeth Markus;Karl Anton;/iJmN9cNpsTHI41dwmp6s0NGXb5I.jpg;;européen;91
tt0036085;Kungsgatan;Kungsgatan;1943;Drama;Barbro Flodquist,Barbro Kollberg,Gösta Cederlund;Gösta Cederlund;/fsWG4s5vZqRzBZI3DHmXa2iuTms.jpg;La jeune femme Marta rêve d'un avenir meilleur et quitte le champ de choux de ses parents pour s'installer à Stockholm. Les serveurs ne sont pas assez payés et elle se retrouve bientôt à travailler dans la rue. Son amour adolescent Adrian déménage également à Stockholm pour la rechercher. Intrigue de Mattias Thuresson.;européen;96
tt0036124;Machita;Machita;1944;Drama;Beáta Barkóczy,Elemér Baló,György Nagyajtay;Endre Rodríguez;/9KfcB6gHxfcrZOLMaVEnnRLHtUG.jpg;Une espionne se rend à Budapest pour voler les plans d'un canon anti-aérien.;européen;107
tt0036147;Maskotti;Maskotti;1943;Comedy;Aku Käyhkö,Eija Karipää,Emmi Jurkka;Yrjö Norta;/732hmfHU9Oxfmx3YEOXulZzRWsA.jpg;;européen;84
tt0036159;Miehen kunnia;Miehen kunnia;1943;Drama;Emma Väänänen,Hilkka Helinä,Irma Seikkula;Ilmari Unho;/aJ2b2mNU9KDWjf2vDlGoPkuKz6J.jpg;;européen;91
tt0036162;Los miserables;Los miserables;1943;Drama;Antonio Bravo,Arturo Soto Rangel,Domingo Soler;Fernando A. Rivero;/gkrRwubJVHXSjkx035qDusl2H68.jpg;Un policier fait de la vie un enfer pour un ancien détenu. Basé sur ce roman.;européen;103
tt0036178;La mujer sin alma;La mujer sin alma;1944;Drama;Andrés Soler,Antonio Badú,Carlos Martínez Baena;Fernando de Fuentes;/22Hwx4rqf565oi8KsHNoZk2S4gL.jpg;Une jeune femme ambitieuse gravit les échelons sociaux. Un peu trop vite.;européen;129
tt0036222;Nuoria ihmisiä;Nuoria ihmisiä;1943;Comedy;Aarne Salonen,Hannes Häyrinen,Kyllikki Forssell;Ossi Elstelä;/aPyKe7fjZAKUxGaj1FKXp9gV5sz.jpg;;européen;73
tt0036239;Ordet;Ordet;1943;Drama;Gunn Wållgren,Holger Löwenadler,Inga Landgré;Gustaf Molander;/1tCKjXjdA6A6CBp8ZPagE9Kps0E.jpg;Film suédois de la pièce de Kaj Munk qui a été transformé en un film bien plus célèbre par Carl Dreyer au Danemark douze ans plus tard.;européen;108
tt0036283;Life and Death;På liv och död;1943;Drama;Birgit Tengroth,Björn Berglund,Fritiof Billquist;Rolf Husberg;/g3oSwRn2Xh8vbRswW3kTXLqsi2V.jpg;Thriller se déroulant dans le nord de la Suède pendant la Seconde Guerre mondiale, où un régiment de soldats à ski et d'invités dans un hôtel touristique expérimentent et enquêtent sur des actes de trahison.;européen;94
tt0036388;Stora skrällen;Stora skrällen;1943;Drama;Allan Bohlin,Carl Ström,Georg Funkquist;Nils Jerring;/uHARZI39XqdaCPvcxKjQ8ZgQjGp.jpg;Un homme d'affaires impitoyable arrive dans une petite ville. Il est prêt à tout pour conquérir le cœur de la belle Vera Odelman.;européen;92
tt0036465;Tutta la vita in ventiquattr'ore;Tutta la vita in ventiquattr'ore;1943;Comedy;Ada Dondini,Andrea Checchi,Annette Bach;Carlo Ludovico Bragaglia;/y2EiClUywnJ6I0LCqGeg9aVcGDH.jpg;Lors d'une bagarre avec un ami, Giulio se fait tirer dessus avec un revolver. Convaincu de l'avoir tué, il s'enfuit en train et croit être suivi par un commissaire de police. A bout de nerfs, il décide de se rendre mais en réalité le commissaire partait en vacances. Face aux aveux, il se retrouve obligé de l'accompagner au commissariat voisin et pendant le trajet, les deux s'arrêtent dans une maison où se trouve un enfant gravement malade. Giulio découvre que c'est le résultat de sa relation avec une fille et le commissaire fait tout ce qu'il peut pour régulariser leur union, mais une fois le mariage célébré, il devra faire jouer la justice.;européen;78
tt0036496;Il viaggio del signor Perrichon;Il viaggio del signor Perrichon;1943;Comedy;Adriano Rimoldi,Antonio Gandusio,Armando Migliari;Paolo Moffa;/m2Sft4hBm84EVkaU8ANX7IsMraB.jpg;;européen;78
tt0036499;The Useless Life of Pito Perez;La vida inútil de Pito Pérez;1944;Comedy,Drama;Arturo Soto Rangel,Conchita Gentil Arcos,Eduardo Arozamena;Miguel Contreras Torres;/kr7VHmPDb5GihEISq0MEDy6xdqk.jpg;Épisodes de la vie d'un clochard alcoolique.;européen;110
tt0036502;La vita è bella;La vita è bella;1943;Comedy;Alberto Rabagliati,Anna Magnani,Armando Furlai;Carlo Ludovico Bragaglia;/ucnDIJKjMrURW0wAbC8NR3Lx7hM.jpg;Le comte Alberto a perdu sa richesse aux tables de jeu, il veut se suicider mais est arrêté par un médecin qui lui propose un échange, une semaine de vie avec combien d'argent il veut et ensuite être un cobaye pour un nouveau médicament (et peut-être...;européen;76
tt0036541;Die Wirtin zum weißen Röss'l;Die Wirtin zum Weißen Röß'l;1943;Comedy;Dorit Kreysler,Elisabeth Markus,Hans Leibelt;Karl Anton;/yeP3oJoJ0VKFLDtZuZMjgiIdrZa.jpg;;européen;95
tt0036559;Zirkus Renz;Zirkus Renz;1943;Drama;Alice Treff,Angelika Hauff,Ernst Waldow;Arthur Maria Rabenalt;;Un film de cirque réalisé comme un film volontairement évasif à l'heure où la Seconde Guerre mondiale commençait à se retourner contre l'Allemagne et ses alliés.;européen;88
tt0036560;Zwei glückliche Menschen;Zwei glückliche Menschen;1943;Comedy;Charlott Daudert,Georg Lorenz,Hans Olden;E.W. Emo;/cPJ4RLZ4vZvtBuIyMhCx7esUK3x.jpg;;européen;83
tt0036586;Die Affäre Roedern;Die Affäre Roedern;1944;Drama;Annelies Reinhold,Clementia Egies,Franz Schafheitlin;Erich Waschneck;/acTbjsUC1s8O5JC9CMUKv27cig4.jpg;Le général prussien Roedern conçoit les plans top secrets d'une forteresse. Lorsqu'un des desseins est retrouvé dans l'ambassade des Autrichiens hostiles, Roedern est accusé de trahison. Son amante Maria veut le rejoindre dans sa con...;européen;89
tt0036593;Altar mayor;Altar mayor;1944;Drama;Adela Escartín,Carmen Riazor,José Suárez;Gonzalo Delgrás;/eKFg9mCJdsrN3zYMMfZv4Z1ah6o.jpg;Javier et Teresina, une simple villageoise, tombent amoureux pendant son séjour dans la campagne des Asturies, en convalescence. Il promet de l'épouser devant l'autel de la Vierge de Covadonga. De retour à Madrid, la mère de Javier a d'autres...;européen;103
